POSITION,PLAYER,TEAM,TOI,GP,TOI/GP,GOALS/60,TOTAL ASSISTS/60,FIRST ASSISTS/60,SECOND ASSISTS/60,TOTAL POINTS/60,IPP,SHOTS/60,SH%,IXG/60,ICF/60,IFF/60,ISCF/60,IHDCF/60,RUSH ATTEMPTS/60,REBOUNDS CREATED/60,PIM/60,TOTAL PENALTIES/60,MINOR/60,MAJOR/60,MISCONDUCT/60,PENALTIES DRAWN/60,GIVEAWAYS/60,TAKEAWAYS/60,HITS/60,HITS TAKEN/60,SHOTS BLOCKED/60,FACEOFFS WON/60,FACEOFFS LOST/60,FACEOFFS %,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,XGF/60,XGA/60,XGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,ON-ICE SH%,ON-ICE SV%,PDO,OFF. ZONE STARTS/60,NEU. ZONE STARTS/60,DEF. ZONE STARTS/60,ON THE FLY STARTS/60,OFF. ZONE START %,OFF. ZONE FACEOFFS/60,NEU. ZONE FACEOFFS/60,DEF. ZONE FACEOFFS/60,OFF. ZONE FACEOFF %,AGE,DATE OF BIRTH,BIRTH CITY,BIRTH STATE/PROVINCE,BIRTH COUNTRY,NATIONALITY,HEIGHT (IN),WEIGHT (LBS),DRAFT YEAR,DRAFT TEAM,DRAFT ROUND,ROUND PICK,OVERALL DRAFT POSITION,COUNTRY,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,SEASON,SALARY CAP,SALARY CAP PERCENTAGE,DECEASED,PRED_SALARY_PERCENTAGE,PRED_AAV,DIFF
c,henrik sedin,-,1599.7833333333,82,19.509552845528,0.56,2.29,1.39,0.9,2.85,73.08,5.29,0.1064,0.69,8.74,7.24,5.55,3.34,0.19,0.71,2.03,1.01,1.01,0.0,0.0,1.09,2.1,1.16,0.71,2.51,0.56,24.12,27.23,0.0176,62.93,41.67,0.6015999999999999,49.02,32.18,0.6037,35.48,22.58,0.6111,3.9,2.1,0.65,3.51,2.08,0.6283,30.72,18.23,0.6275999999999999,14.66,7.61,0.6581999999999999,2.14,1.2,0.6404000000000001,21.4,14.15,0.602,1.35,0.7,0.6585,39.11,27.9,0.5837,0.98,0.49,0.6667000000000001,0.1099,0.907,1.017,13.61,13.69,9.19,36.64,0.597,23.14,19.24,15.49,0.599,26,1980-09-26,Ornskoldsvik,SWE,SWE,,74,183,1999.0,VAN,1.0,3.0,,Sweden,Left,3 - Round 1 - 1999 (VAN),VAN,Standard (1-way),25,,3,UFA,2009,3575000,"$3,575,000.00",3575000,3575000,0,0,2007-08,50300000,0.0710735586481113,0,0.07477728,"$3,761,297.00","$186,297.00"
c,james sheppard,-,827.36666666667,78,10.607264957265,0.29,1.09,0.44,0.65,1.38,65.52,4.13,0.0702,0.38,7.61,6.09,4.64,1.81,0.29,0.29,2.1,0.94,0.87,0.07,0.0,1.02,1.45,2.03,2.9,2.83,1.6,19.73,27.77,0.0301,51.05,45.4,0.5293,38.29,35.61,0.5182,26.69,25.67,0.5097,2.1,1.81,0.537,2.01,1.78,0.5312,21.32,19.22,0.5259,7.47,7.03,0.515,1.23,1.02,0.5484,18.47,16.24,0.532,0.48,0.87,0.3571,35.41,32.58,0.5207999999999999,0.63,0.21,0.75,0.0788,0.9294,1.008,11.68,16.61,7.47,59.32,0.6098,17.33,22.34,13.92,0.5545,19,1988-04-25,Halifax,NS,CAN,CAN,73,215,2006.0,MIN,1.0,9.0,9.0,Canada,Left,9 - Round 1 - 2006 (MIN),MIN,Entry-Level,19,,3,RFA,2010,850000,"$1,400,000.00",850000,850000,0,500000,2007-08,50300000,0.0168986083499005,0,0.016895993,"$849,868.00","$-550,132.00"
c,jarret stoll,-,1452.85,81,17.936419753086,0.58,0.91,0.45,0.45,1.49,54.55,7.72,0.0749,0.73,13.71,10.53,5.16,2.02,0.29,0.78,3.06,1.49,1.49,0.0,0.0,0.95,1.45,1.61,5.04,1.94,2.52,27.96,22.8,0.0227,48.98,56.58,0.4639999999999999,37.33,42.5,0.4677,26.14,31.01,0.4574,2.73,3.1,0.4681,2.54,3.0,0.4589999999999999,21.23,24.94,0.4597,8.14,10.45,0.4378,1.12,1.78,0.3857,17.46,19.33,0.4746,1.05,0.88,0.5428999999999999,35.49,38.71,0.4783,1.13,0.84,0.5758,0.1043,0.9001,1.004,11.44,15.03,17.8,35.23,0.3912,18.96,22.51,27.92,0.4044,25,1982-06-24,Melville,SK,CAN,CAN,73,216,2002.0,EDM,2.0,6.0,36.0,Canada,Right,46 - Round 2 - 2000 (CGY),EDM,Standard (1-way),24,,2,RFA,2008,2200000,"$2,200,000.00",2200000,2200000,0,0,2007-08,50300000,0.0437375745526839,0,0.069436386,"$3,492,650.00","$1,292,650.00"
c,jason arnott,-,1499.8,79,18.984810126582,1.12,1.76,0.76,1.0,2.88,69.9,9.92,0.1128999999999999,1.19,16.44,13.76,10.0,4.36,0.64,1.12,2.16,1.08,1.08,0.0,0.0,0.52,1.2,2.0,1.68,2.12,0.92,24.56,25.84,0.0195,62.97,41.49,0.6028,48.93,32.84,0.5982999999999999,35.8,24.4,0.5947,4.12,2.12,0.6603,3.64,2.07,0.6373,30.76,19.44,0.6127,12.4,7.12,0.6352,2.08,1.32,0.6118,24.48,16.43,0.5984,1.76,0.59,0.75,40.85,26.64,0.6053000000000001,0.98,0.29,0.7726999999999999,0.1151,0.9131,1.028,11.72,16.12,6.44,35.84,0.6454000000000001,21.8,23.24,13.16,0.6236,32,1974-10-11,Collingwood,ON,CAN,CAN,77,220,1993.0,EDM,1.0,7.0,7.0,Canada,Right,7 - Round 1 - 1993 (EDM),NSH,Standard (1-way),31,NMC,5,UFA,2011,4500000,"$4,500,000.00",4500000,4500000,0,0,2007-08,50300000,0.0894632206759443,0,0.08495852,"$4,273,413.00","$-226,587.00"
c,jason spezza,-,1570.7833333333,76,20.668201754386,1.3,2.22,1.38,0.84,3.51,71.32,8.02,0.1619,0.91,14.06,11.27,8.14,3.51,0.38,0.76,2.52,0.99,0.88,0.08,0.04,0.88,3.67,1.68,0.69,2.79,0.69,27.85,27.35,0.0192999999999999,69.02,46.87,0.5956,51.26,37.09,0.5802,36.59,26.97,0.5757,4.93,2.37,0.6754000000000001,3.65,2.42,0.6009,33.88,24.1,0.5843,13.22,9.17,0.5904,2.44,1.18,0.6737000000000001,27.55,19.91,0.5805,1.68,1.07,0.6111,44.91,27.75,0.6181,1.6,0.33,0.8286,0.1347,0.9122,1.047,11.84,14.13,6.19,32.16,0.6568,23.64,22.96,12.15,0.6606000000000001,24,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001.0,OTT,1.0,2.0,2.0,Canada,Right,2 - Round 1 - 2001 (OTT),OTT,Standard (1-way),23,,2,RFA,2008,4500000,"$4,500,000.00",5000000,5000000,0,0,2007-08,50300000,0.0894632206759443,0,0.09494244,"$4,775,604.00","$275,604.00"
c,jay mcclement,-,1127.5333333333,81,13.920164609053,0.48,0.69,0.37,0.32,1.17,68.75,5.85,0.0818,0.58,9.26,7.66,5.06,1.81,0.48,0.32,1.38,0.69,0.69,0.0,0.0,0.8,0.74,1.86,3.3,3.57,2.18,19.48,17.77,0.0278,36.24,59.28,0.3793999999999999,29.96,43.95,0.4053,22.35,31.02,0.4186999999999999,1.7,3.62,0.32,1.72,2.86,0.3754,17.19,30.49,0.3605,5.85,10.59,0.356,1.06,1.44,0.4255,15.11,26.54,0.3629,0.43,1.99,0.1765,23.14,34.82,0.3992,0.31,0.85,0.2667,0.0762,0.8834000000000001,0.96,6.55,13.25,12.56,54.33,0.3425999999999999,11.12,20.01,20.86,0.3478,24,1983-03-02,Kingston,ON,CAN,CAN,73,205,2001.0,STL,2.0,27.0,57.0,Canada,Left,57 - Round 2 - 2001 (STL),STL,Standard (1-way),23,,2,RFA,2008,675000,"$675,000.00",700000,700000,0,0,2007-08,50300000,0.0134194831013916,0,0.014625009,"$735,637.00","$60,637.00"
c,jeff carter,pit,1545.0333333333,82,18.841869918699,1.13,0.93,0.66,0.27,2.06,64.63,10.1,0.1115,0.99,18.02,14.25,9.09,4.39,0.78,1.2,2.14,0.85,0.78,0.04,0.04,0.82,2.33,2.17,2.02,2.29,2.06,25.51,28.0,0.0185,56.43,55.57,0.5038,43.26,41.55,0.5101,30.48,29.9,0.5047999999999999,3.18,2.49,0.5616,2.74,2.43,0.5301,24.5,22.48,0.5215,10.68,8.7,0.5511,2.02,1.28,0.6118,18.43,18.38,0.5007,0.62,0.98,0.3871,38.31,40.11,0.4886,0.84,0.67,0.5556,0.1045,0.9169,1.021,7.92,16.0,12.47,39.26,0.3886,13.86,23.65,21.13,0.3962,22,1985-01-01,London,ON,CAN,CAN,75,219,2003.0,PHI,1.0,11.0,11.0,Canada,Right,11 - Round 1 - 2003 (PHI),PHI,Entry-Level,20,,3,RFA,2008,942400,"$942,400.00",942400,942400,0,0,2007-08,50300000,0.0187355864811133,0,0.018946556,"$953,011.00","$10,611.00"
c,jeff halpern,-,1392.7833333333,83,16.780522088353,0.86,0.95,0.6,0.34,1.81,76.36,5.69,0.1515,0.56,10.38,7.67,5.99,2.33,0.26,0.52,2.33,1.16,1.16,0.0,0.0,1.08,1.38,1.72,3.49,4.39,1.98,16.41,15.16,0.0224,43.9,49.37,0.4707,32.52,37.52,0.4643,22.96,26.32,0.4659,2.37,2.67,0.4700999999999999,1.89,2.64,0.4172999999999999,19.04,24.3,0.4393999999999999,6.25,9.18,0.405,1.03,1.55,0.4,17.06,20.16,0.4583,1.38,0.98,0.5854,31.05,31.3,0.498,0.37,0.44,0.4614999999999999,0.1032,0.8985,1.002,8.4,17.23,15.21,35.97,0.3558,14.69,24.25,23.05,0.3893,31,1976-05-03,Washington,DC,USA,USA,72,190,0.0,-,,,,United States,Right,-,DAL,Standard (1-way),30,,4,UFA,2010,2000000,"$2,000,000.00",2000000,2000000,0,0,2007-08,50300000,0.0397614314115308,0,0.03478467,"$1,749,668.00","$-250,332.00"
c,jerred smithson,-,978.61666666667,81,12.081687242798,0.43,0.55,0.37,0.18,0.98,84.21,3.74,0.1148,0.34,6.56,4.84,3.07,0.92,0.18,0.25,3.07,1.1,0.92,0.12,0.06,1.1,1.1,2.21,7.85,3.62,2.7,18.27,16.8,0.0319,30.78,57.69,0.3479,24.34,44.94,0.3513,17.47,32.86,0.3471,1.16,3.68,0.2405,1.35,2.98,0.3109,12.08,25.63,0.3203,4.11,10.3,0.2851,0.43,2.02,0.175,10.63,20.44,0.3421,0.57,1.55,0.2692,22.23,39.76,0.3586,0.35,0.71,0.3333,0.0667,0.8881,0.955,8.09,19.07,18.39,45.06,0.3056,13.0,25.26,30.59,0.2982,28,1979-02-04,Vernon,BC,CAN,CAN,75,209,0.0,-,,,,Canada,Right,-,NSH,Standard (1-way),28,,2,UFA,2009,500000,"$500,000.00",475000,475000,0,0,2007-08,50300000,0.0099403578528827,0,0.016596727,"$834,815.00","$334,815.00"
c,jim slater,-,717.05,69,10.392028985507,0.67,0.42,0.25,0.17,1.09,76.47,7.95,0.0842,0.64,12.05,9.71,6.61,2.59,0.42,0.42,3.43,1.26,1.09,0.08,0.08,1.67,0.75,2.18,7.03,4.6,2.43,15.98,14.73,0.0435,39.58,66.94,0.3716,30.46,51.21,0.373,23.93,38.32,0.3843999999999999,1.42,3.51,0.2880999999999999,1.65,2.99,0.3555,18.24,30.79,0.372,7.7,10.54,0.422,0.75,2.01,0.2727,14.06,27.0,0.3424,0.56,1.0,0.3571,27.07,45.69,0.3721,0.36,1.09,0.25,0.0594,0.9083,0.968,5.77,13.64,10.63,51.29,0.352,10.38,20.33,18.24,0.3626,24,1982-12-09,Lapeer,MI,USA,USA,72,195,2002.0,ATL,1.0,30.0,30.0,United States,Left,30 - Round 1 - 2002 (ATL),ATL,Standard (1-way),24,,2,RFA,2009,775000,"$775,000.00",750000,750000,0,0,2007-08,50300000,0.0154075546719681,0,0.018692212,"$940,218.00","$165,218.00"
c,joe pavelski,dal,1157.1,82,14.110975609756,0.99,1.09,0.78,0.31,2.07,72.73,10.73,0.0917999999999999,1.11,16.96,14.0,10.22,4.61,0.67,1.14,1.45,0.73,0.73,0.0,0.0,1.45,1.35,1.92,3.47,4.77,3.06,13.9,12.03,0.0278,56.11,41.74,0.5734,44.13,28.83,0.6048,31.84,20.53,0.6079,2.85,1.71,0.625,3.3,1.79,0.6478,29.3,17.63,0.6243,12.44,6.27,0.6648000000000001,1.56,0.93,0.625,22.47,15.14,0.5974,1.31,0.41,0.76,34.45,29.36,0.5399,0.45,0.67,0.4,0.0896,0.9167,1.006,10.11,10.01,5.44,51.23,0.65,18.51,17.42,10.42,0.6397999999999999,22,1984-07-11,Plover,WI,USA,USA,71,200,2003.0,S.J,7.0,8.0,205.0,United States,Right,205 - Round 7 - 2003 (SJS),SJS,Entry-Level,22,,2,RFA,2008,780000,"$850,000.00",810000,560000,250000,40000,2007-08,50300000,0.015506958250497,0,0.02446287,"$1,230,482.00","$380,482.00"
c,joe thornton,-,1754.65,82,21.398170731707,0.99,2.29,1.37,0.92,3.28,81.36,6.09,0.1629,0.69,10.53,7.9,6.43,3.18,0.27,0.92,2.02,0.82,0.75,0.03,0.03,1.54,3.52,1.88,2.05,2.15,1.06,26.84,23.94,0.0181,63.74,36.14,0.6381,49.04,27.63,0.6396000000000001,35.84,19.8,0.6441,4.03,1.68,0.7066,3.96,1.81,0.6864,34.4,15.83,0.6848000000000001,15.59,5.81,0.7284,2.43,0.92,0.7245,25.08,13.36,0.6524,1.32,0.64,0.6744,38.38,24.15,0.6137,0.89,0.3,0.75,0.1125999999999999,0.9154,1.028,9.54,14.81,5.23,39.15,0.6457999999999999,22.43,23.32,11.15,0.6679999999999999,27,1979-07-02,London,ON,CAN,CAN,76,220,1997.0,BOS,1.0,1.0,1.0,Canada,Left,1 - Round 1 - 1997 (BOS),BOS,Standard (1-way),25,,3,UFA,2008,6666666,"$6,666,666.00",6670000,6670000,0,0,2007-08,50300000,0.1325380914512922,0,0.069627374,"$3,502,256.00","$-3,164,410.00"
c,john madden,-,1555.8833333333,80,19.448541666667,0.77,0.89,0.58,0.31,1.66,75.44,7.13,0.1081,0.67,11.72,9.53,6.13,2.01,0.42,0.58,1.0,0.5,0.5,0.0,0.0,0.81,1.39,2.93,1.89,2.43,1.93,30.31,26.11,0.0207,38.64,58.62,0.3973,29.81,45.93,0.3936,21.52,34.13,0.3867,2.2,3.2,0.4071,1.85,3.11,0.3732,17.74,26.38,0.4021,6.52,11.26,0.3666,1.12,1.74,0.3918999999999999,14.96,20.16,0.4261,0.82,1.18,0.4103,25.34,40.55,0.3846,0.56,0.78,0.4167,0.1022,0.9062,1.008,7.71,15.0,11.45,43.15,0.4024,13.54,22.48,23.37,0.3668,34,1973-05-04,Toronto,ON,CAN,CAN,71,190,0.0,-,,,,Canada,Left,-,NJD,Standard (1-way),31,,5,UFA,2009,2938500,"$2,938,500.00",2938500,2938500,0,0,2007-08,50300000,0.0584194831013916,0,0.04715331,"$2,371,811.00","$-566,689.00"
c,jonathan toews,-,1194.6,64,18.665625,1.21,1.51,0.6,0.9,2.71,58.7,7.23,0.1667,0.76,10.9,8.79,7.79,3.57,0.2,0.45,2.21,1.05,1.05,0.0,0.0,1.41,0.4,1.46,1.36,3.87,0.65,25.57,22.45,0.0266999999999999,52.89,42.04,0.5571,41.94,32.45,0.5638000000000001,33.3,25.72,0.5643,4.62,2.61,0.6389,3.09,2.22,0.5821000000000001,27.17,21.75,0.5554,11.15,8.69,0.562,2.31,1.51,0.6053000000000001,21.36,17.41,0.5509000000000001,1.94,0.8,0.7073,33.81,25.25,0.5725,1.23,0.51,0.7082999999999999,0.1388,0.8984000000000001,1.037,12.86,16.02,9.74,39.68,0.5689,21.8,22.6,14.72,0.597,19,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006.0,CHI,1.0,3.0,3.0,Canada,Left,3 - Round 1 - 2006 (CHI),CHI,Entry-Level,19,,3,RFA,2010,850000,"$2,800,000.00",850000,850000,0,1750000,2007-08,50300000,0.0168986083499005,0,0.02006368,"$1,009,203.00","$-1,790,797.00"
c,jordan staal,car,1498.3666666667,82,18.272764227642,0.48,0.64,0.44,0.2,1.12,65.12,7.33,0.0655999999999999,0.93,12.05,9.97,8.77,4.32,0.24,0.56,2.2,1.04,1.0,0.04,0.0,1.24,1.48,1.6,3.44,3.84,2.28,20.3,27.83,0.0169,45.29,60.35,0.4286999999999999,34.76,45.61,0.4325,25.19,32.64,0.4356,1.72,2.8,0.3804999999999999,2.24,2.82,0.4426,22.46,25.87,0.4648,9.29,10.25,0.4754,0.96,1.72,0.3582,17.57,20.82,0.4576,0.53,0.69,0.4347999999999999,28.63,43.32,0.3979,0.46,0.75,0.381,0.0684,0.9141,0.982,8.77,17.26,15.14,39.2,0.3668,13.17,23.39,23.83,0.3560999999999999,18,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006.0,PIT,1.0,2.0,2.0,Canada,Left,2 - Round 1 - 2006 (PIT),PIT,Entry-Level,17,,3,RFA,2009,850000,"$2,200,000.00",850000,765000,85000,1350000,2007-08,50300000,0.0168986083499005,0,0.022743456,"$1,143,995.00","$-1,056,005.00"
c,kyle brodziak,-,1033.4,80,12.9175,0.81,0.99,0.75,0.23,1.8,75.61,7.26,0.1119999999999999,0.7,12.72,10.28,7.32,3.14,0.52,0.87,1.92,0.64,0.52,0.06,0.06,0.93,1.8,1.74,2.32,3.14,2.21,8.88,8.36,0.0299,42.44,60.21,0.4135,32.22,45.29,0.4157,23.17,31.47,0.424,2.38,3.6,0.3981,2.15,2.74,0.4396,21.6,26.24,0.4515,9.0,10.51,0.4613,1.34,1.68,0.4422999999999999,16.8,20.98,0.4447,0.85,1.78,0.3235,25.24,41.26,0.3796,0.42,0.84,0.3333,0.1027999999999999,0.8856,0.988,6.68,12.6,11.15,49.24,0.3746,11.67,18.41,17.36,0.402,23,1984-05-25,St. Paul,AB,CAN,CAN,74,205,2003.0,EDM,7.0,17.0,214.0,Canada,Right,214 - Round 7 - 2003 (EDM),EDM,Standard (1-way),23,,2,RFA,2009,497500,"$497,500.00",495000,495000,0,0,2007-08,50300000,0.0098906560636182,0,0.013130574,"$660,467.00","$162,967.00"
c,manny malhotra,-,1168.8833333333,71,16.463145539906,0.56,0.92,0.67,0.26,1.49,78.38,5.75,0.0982,0.56,9.39,7.34,5.65,2.77,0.56,0.46,1.75,0.87,0.87,0.0,0.0,0.82,0.98,1.49,3.29,2.98,2.05,35.06,24.38,0.0302999999999999,49.59,49.64,0.4997,38.19,38.45,0.4982999999999999,28.13,29.26,0.4902,1.9,2.82,0.4022,2.26,2.55,0.4694,21.92,23.3,0.4846999999999999,9.03,8.62,0.5115999999999999,1.03,1.54,0.4,17.18,19.57,0.4674,0.68,0.75,0.4761999999999999,33.37,32.55,0.5062,0.37,0.89,0.2941,0.0675,0.9035,0.971,8.62,17.61,15.4,45.53,0.359,14.12,24.18,23.46,0.3757,27,1980-05-18,Mississauga,ON,CAN,CAN,74,207,1998.0,NYR,1.0,7.0,7.0,Canada,Left,7 - Round 1 - 1998 (NYR),CBJ,Standard (1-way),26,,3,UFA,2009,1200000,"$1,200,000.00",1200000,1200000,0,0,2007-08,50300000,0.0238568588469184,0,0.018932553,"$952,307.00","$-247,693.00"
c,marc savard,-,1518.6,74,20.521621621622,0.59,2.49,1.19,1.3,3.08,82.98,7.74,0.0765,0.62,13.43,10.04,6.16,1.74,0.43,0.47,2.61,1.3,1.3,0.0,0.0,0.71,3.0,1.86,1.5,2.65,0.43,31.69,29.75,0.0204,60.89,47.21,0.5632,46.19,38.29,0.5468,33.7,29.2,0.5357999999999999,3.71,2.29,0.6184000000000001,2.89,2.48,0.5382,26.23,23.43,0.5282,9.21,10.27,0.4725999999999999,1.5,1.46,0.5067,22.71,17.54,0.5640999999999999,1.69,0.58,0.7442,42.97,29.56,0.5924,1.31,0.51,0.7188,0.1101999999999999,0.9215,1.032,9.25,12.96,13.67,35.91,0.4034,20.39,20.55,24.26,0.4565999999999999,29,1977-07-17,Ottawa,ON,CAN,CAN,70,188,1995.0,NYR,4.0,13.0,91.0,Canada,Left,91 - Round 4 - 1995 (NYR),BOS,Standard (1-way),28,NTC,4,UFA,2010,5000000,"$5,000,000.00",5000000,5000000,0,0,2007-08,50300000,0.099403578528827,0,0.09795476,"$4,927,124.00","$-72,876.00"
c,martin hanzal,-,1205.85,72,16.747916666667,0.4,1.34,0.85,0.5,1.74,63.64,5.52,0.0721,0.51,9.35,7.56,5.08,2.14,0.4,0.25,1.39,0.7,0.7,0.0,0.0,1.29,1.14,1.89,4.88,3.68,1.74,23.39,27.32,0.0229,55.78,45.73,0.5495,43.64,35.53,0.5512,33.54,24.48,0.578,2.74,2.59,0.514,2.69,2.38,0.5303,22.79,22.04,0.5083,9.06,7.41,0.5498,1.44,1.24,0.537,18.31,19.5,0.4842,1.06,1.19,0.4706,41.11,29.4,0.5831000000000001,0.72,0.5,0.5882000000000001,0.0816,0.8943000000000001,0.976,11.59,14.33,12.24,40.3,0.4864,18.36,22.09,18.96,0.492,20,1987-02-20,Pisek,CZE,CZE,,78,230,2005.0,PHX,1.0,17.0,,Czech Republic,Left,17 - Round 1 - 2005 (ARI),ARI,Entry-Level,20,,3,RFA,2010,850000,"$980,000.00",850000,850000,0,130000,2007-08,50300000,0.0168986083499005,0,0.022461982,"$1,129,837.00","$149,837.00"
c,mats sundin,-,1482.6666666667,74,20.036036036036,1.29,1.86,1.13,0.73,3.16,75.73,10.48,0.1235999999999999,0.98,18.09,14.45,9.83,3.88,0.32,1.05,3.08,1.38,1.34,0.0,0.04,1.34,2.19,0.85,1.34,2.63,1.38,38.24,31.08,0.0223,68.59,49.78,0.5795,53.66,37.68,0.5875,38.57,26.14,0.596,4.17,2.91,0.5886,3.73,2.6,0.5893,34.32,24.0,0.5885,13.76,9.23,0.5986,1.98,1.5,0.5698,27.41,19.69,0.5819,1.24,0.86,0.5897,43.84,31.92,0.5787,1.75,0.94,0.6522,0.1081,0.8885,0.997,12.5,18.21,11.82,37.19,0.5141,25.78,27.44,21.04,0.5506,36,1971-02-13,Bromma,SWE,SWE,,77,231,1989.0,QUE,1.0,1.0,,Sweden,Right,1 - Round 1 - 1989 (QUE),TOR,35+ (1-way),36,,1,UFA,2008,5500000,"$5,500,000.00",5500000,5500000,0,0,2007-08,50300000,0.1093439363817097,0,0.114426926,"$5,755,674.00","$255,674.00"
c,matt stajan,-,1550.3,82,18.906097560976,0.62,0.66,0.39,0.27,1.28,55.93,4.92,0.126,0.6,8.4,6.58,5.88,2.79,0.23,0.46,1.82,0.85,0.81,0.04,0.0,1.24,1.59,2.01,3.44,4.45,1.82,23.8,26.24,0.0184,54.38,55.46,0.4951,40.13,42.65,0.4847999999999999,28.18,30.42,0.4808,2.28,3.33,0.4069,2.37,3.02,0.4393999999999999,26.59,27.9,0.4879,9.02,11.11,0.4481,1.28,1.86,0.4074,23.43,22.4,0.5113,0.83,1.08,0.4324,34.88,35.5,0.4956,0.5,0.84,0.375,0.081,0.8906000000000001,0.972,7.47,13.35,11.15,46.17,0.4012,14.4,20.16,18.73,0.4346,23,1983-12-19,Mississauga,ON,CAN,CAN,73,195,2002.0,TOR,2.0,27.0,57.0,Canada,Left,57 - Round 2 - 2002 (TOR),TOR,Standard (1-way),22,,2,RFA,2008,875000,"$875,000.00",950000,950000,0,0,2007-08,50300000,0.0173956262425447,0,0.02094462,"$1,053,514.00","$178,514.00"
c,matthew lombardi,-,1419.4,82,17.309756097561,0.59,0.93,0.38,0.55,1.52,85.71,7.65,0.0773,0.82,12.72,10.53,7.86,3.09,0.63,0.55,2.83,1.35,1.31,0.04,0.0,1.01,1.23,1.69,3.04,3.72,2.24,19.23,21.14,0.0200999999999999,43.84,52.46,0.4552,34.16,42.1,0.4478999999999999,24.64,31.41,0.4397,1.78,2.96,0.375,2.23,2.48,0.4740999999999999,20.5,22.91,0.4722,8.03,9.51,0.4578,1.06,1.06,0.5,16.63,17.87,0.482,0.79,1.35,0.3684,27.72,36.88,0.4291,0.18,1.28,0.125,0.072,0.9058,0.978,7.78,13.7,10.78,52.42,0.4191,13.57,20.08,18.68,0.4207,25,1982-03-18,Montreal,QC,CAN,CAN,71,195,2002.0,CGY,3.0,27.0,90.0,Canada,Left,90 - Round 3 - 2002 (CGY),CGY,Standard (1-way),25,,3,UFA,2010,1816667,"$1,816,667.00",1550000,1550000,0,0,2007-08,50300000,0.0361166401590457,0,0.023783546,"$1,196,312.00","$-620,355.00"
c,michal handzus,-,1249.7333333333,82,15.240650406504,0.34,0.67,0.53,0.14,1.01,63.64,4.27,0.0787,0.45,6.05,5.23,3.98,2.26,0.38,0.43,1.44,0.72,0.72,0.0,0.0,0.86,1.97,1.2,3.31,2.93,2.64,25.54,30.49,0.0219,37.3,68.41,0.3529,28.71,53.0,0.3514,20.74,37.5,0.3560999999999999,1.58,3.84,0.292,1.92,3.78,0.337,20.12,33.8,0.3731,8.74,14.07,0.3832,0.96,2.4,0.2857,15.17,26.31,0.3657,0.58,0.96,0.375,20.6,44.31,0.3173,0.21,1.04,0.1667,0.0764,0.8976000000000001,0.974,8.74,16.13,15.27,41.86,0.364,12.67,22.42,25.11,0.3354999999999999,30,1977-03-11,Banská Bystrica,SVK,SVK,,77,215,1995.0,STL,4.0,23.0,,Slovakia,Left,101 - Round 4 - 1995 (STL),LAK,Standard (1-way),30,NMC,4,UFA,2011,4000000,"$4,000,000.00",4000000,4000000,0,0,2007-08,50300000,0.0795228628230616,0,0.060979705,"$3,067,279.00","$-932,721.00"
c,mike cammalleri,-,1170.25,63,18.575396825397,0.97,1.44,0.92,0.51,2.41,67.14,10.77,0.0905,1.26,20.0,15.79,11.69,4.2,0.41,0.87,1.54,0.77,0.77,0.0,0.0,1.33,2.77,0.77,1.59,1.74,0.72,10.56,8.92,0.0278,66.5,45.63,0.593,51.89,36.4,0.5877,36.09,25.64,0.5847,3.59,2.87,0.5556,3.63,2.38,0.6039,33.53,22.82,0.5951,12.92,8.31,0.6087,2.1,1.44,0.5942000000000001,27.48,19.35,0.5869,1.23,1.16,0.5143,42.58,28.73,0.5971,0.81,0.52,0.6111,0.0993999999999999,0.888,0.987,13.54,14.56,7.08,37.84,0.6567000000000001,23.12,20.97,12.1,0.6565000000000001,25,1982-06-08,Toronto,ON,CAN,CAN,69,185,2001.0,L.A,2.0,19.0,49.0,Canada,Left,49 - Round 2 - 2001 (LAK),LAK,Standard (1-way),25,,2,UFA,2009,3350000,"$3,350,000.00",3100000,3100000,0,0,2007-08,50300000,0.0666003976143141,0,0.07178293,"$3,610,681.00","$260,681.00"
